slug,name,type,categories,target,fit,effort,existing,privileged,arm,updateable,port,rationale,website,documentation
surrealdb,SurrealDB,lxc,Databases,root-or-homelab,conditional,medium,,false,false,true,8000,"Run only if it fills a platform gap; otherwise prefer existing operators/services such as CNPG, Valkey, Garage, or managed app subcharts.",https://surrealdb.com/,https://surrealdb.com/docs
teable,Teable,lxc,Databases,root-or-homelab,conditional,medium,,false,false,true,3000,"Run only if it fills a platform gap; otherwise prefer existing operators/services such as CNPG, Valkey, Garage, or managed app subcharts.",https://teable.io/,https://help.teable.io/
victoriametrics,VictoriaMetrics,lxc,Databases,root-or-homelab,conditional,medium,,false,false,true,8428,"Run only if it fills a platform gap; otherwise prefer existing operators/services such as CNPG, Valkey, Garage, or managed app subcharts.",https://victoriametrics.com/,https://docs.victoriametrics.com/
whodb,WhoDB,lxc,Databases,root-or-homelab,conditional,medium,,false,false,true,8080,"Run only if it fills a platform gap; otherwise prefer existing operators/services such as CNPG, Valkey, Garage, or managed app subcharts.",https://whodb.com/,https://docs.whodb.com/
adguardhome-sync,AdGuardHome-Sync,addon,Adblock & DNS,skip,not-fit,high,,false,false,true,8080,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://github.com/bakito/adguardhome-sync,https://github.com/bakito/adguardhome-sync
all-templates,All Templates,addon,Proxmox & Virtualization,skip,not-fit,high,,false,false,false,,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",,
allstarlink-vm,AllStarLink,vm,Gaming & Leisure,skip,not-fit,high,,false,false,false,,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://www.allstarlink.org/,https://allstarlink.github.io/
almalinux-10-vm,AlmaLinux 10,vm,Operating Systems,skip,not-fit,high,,false,false,true,,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://almalinux.org/,https://wiki.almalinux.org/
alpine,Alpine Linux,lxc,Operating Systems,skip,not-fit,high,,false,false,true,,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://alpinelinux.org/,https://wiki.alpinelinux.org/
alpine-borgbackup-server,Alpine-BorgBackup-Server,lxc,Backup & Recovery,skip,not-fit,high,,false,false,true,,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://www.borgbackup.org/,https://www.borgbackup.org/
alpine-cinny,Alpine-Cinny,lxc,Miscellaneous; Network & Firewall,skip,not-fit,high,,false,false,true,8080,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://cinny.in/,https://github.com/cinnyapp/cinny
alpine-it-tools,Alpine-IT-Tools,lxc,AI / Coding & Dev-Tools,skip,not-fit,high,,false,false,true,80,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://sharevb-it-tools.vercel.app/,
alpine-nextcloud,Alpine-Nextcloud,lxc,Operating Systems,skip,not-fit,high,,false,false,true,4443,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://github.com/nextcloud/nextcloudpi,https://docs.nextcloudpi.com/
alpine-ntfy,Alpine-ntfy,lxc,MQTT & Messaging,skip,not-fit,high,,false,false,true,80,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://ntfy.sh/,https://docs.ntfy.sh/
alpine-wakapi,Alpine-Wakapi,lxc,Monitoring & Analytics,skip,not-fit,high,,false,false,true,3000,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://wakapi.dev/,https://github.com/muety/wakapi/wiki
arcane,Arcane,addon,Containers & Docker,skip,not-fit,high,,false,false,true,3552,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://getarcane.app/,https://getarcane.app/docs
archlinux-vm,Arch Linux,vm,Operating Systems,skip,not-fit,high,,false,false,true,,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://archlinux.org/,https://wiki.archlinux.org/title/Main_page
booklore,BookLore,lxc,Media & Streaming,skip,not-fit,high,,false,false,true,6060,Upstream marks it deleted/disabled; do not port unless resurrecting intentionally.,https://booklore.org,https://booklore.org/docs/getting-started
casaos,CasaOS,lxc,Operating Systems,skip,not-fit,high,,false,false,true,80,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://www.casaos.io/,https://wiki.casaos.io/en/home
coder-code-server,Coder Code Server,addon,Proxmox & Virtualization; AI / Coding & Dev-Tools; Files & Downloads,skip,not-fit,high,,false,false,false,8680,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://coder.com/,https://coder.com/docs/code-server
coolify,Coolify,addon,Containers & Docker,skip,not-fit,high,,false,false,true,8000,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://coolify.io/,https://coolify.io/docs
copyparty,Copyparty,addon,Files & Downloads,skip,not-fit,high,,false,false,true,3923,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://github.com/9001/copyparty,https://github.com/9001/copyparty?tab=readme-ov-file#the-browser
cosmos,Cosmos,lxc,Operating Systems; Containers & Docker,skip,not-fit,high,,false,false,true,80,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://cosmos-cloud.io/,https://cosmos-cloud.io/doc/1%20index/
cronmaster,CronMaster,addon,Proxmox & Virtualization,skip,not-fit,high,,false,false,true,3000,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://github.com/fccview/cronmaster,https://github.com/fccview/cronmaster
crowdsec,CrowdSec,addon,Authentication & Security,skip,not-fit,high,cluster/crowdsec,false,false,false,,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://crowdsec.net/,https://doc.crowdsec.net/
debian,Debian,lxc,Operating Systems,skip,not-fit,high,,false,false,true,,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://www.debian.org/,https://www.debian.org/doc/
debian-vm,Debian 12,vm,Operating Systems,skip,not-fit,high,,false,false,true,,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://www.debian.org/,
debian-13-vm,Debian 13,vm,Operating Systems,skip,not-fit,high,,false,false,true,,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://www.debian.org/,
dispatcharr,Dispatcharr,lxc,*Arr Suite,skip,not-fit,high,,false,false,true,9191,Upstream marks it deleted/disabled; do not port unless resurrecting intentionally.,https://github.com/Dispatcharr/Dispatcharr,https://dispatcharr.github.io/Dispatcharr-Docs/
docker-vm,Docker,vm,Operating Systems; Containers & Docker,skip,not-fit,high,,false,false,true,,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://www.docker.com/,
dockge,Dockge,addon,Containers & Docker,skip,not-fit,high,,false,false,true,5001,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://github.com/louislam/dockge,
dokploy,Dokploy,addon,Containers & Docker,skip,not-fit,high,,true,false,true,3000,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://dokploy.com/,https://docs.dokploy.com/
filebrowser,File Browser,addon,Proxmox & Virtualization; Files & Downloads,skip,not-fit,high,,false,false,true,8080,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://filebrowser.org/index.html#features,
filebrowser-quantum,FileBrowser Quantum,addon,Proxmox & Virtualization; Files & Downloads,skip,not-fit,high,,false,false,true,8080,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://github.com/gtsteffaniak/filebrowser,https://github.com/gtsteffaniak/filebrowser/wiki/Getting-Started
fireshare,fireshare,lxc,Media & Streaming,skip,not-fit,high,,false,false,true,80,Upstream marks it deleted/disabled; do not port unless resurrecting intentionally.,https://fireshare.net/,https://github.com/ShaneIsrael/fireshare/blob/develop/README.md
garmin-grafana,garmin-grafana,addon,Monitoring & Analytics,skip,not-fit,high,,false,false,true,3000,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://github.com/arpanghosh8453/garmin-grafana,https://github.com/arpanghosh8453/garmin-grafana
glances,Glances,addon,Monitoring & Analytics,skip,not-fit,high,,false,false,true,61208,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://nicolargo.github.io/glances/,https://glances.readthedocs.io/en/latest/
haos-vm,Home Assistant OS,vm,IoT & Smart Home,skip,not-fit,high,,false,false,true,8123,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://www.home-assistant.io/,https://www.home-assistant.io/docs/
homebrew,Homebrew (Linuxbrew),addon,AI / Coding & Dev-Tools,skip,not-fit,high,,false,false,false,,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://brew.sh/,https://docs.brew.sh/
immich-public-proxy,Immich Public Proxy,addon,Webservers & Proxies,skip,not-fit,high,,false,false,true,3000,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://github.com/alangrainger/immich-public-proxy,https://github.com/alangrainger/immich-public-proxy/tree/main/docs
nic-offloading-fix,Intel e1000e NIC Offloading Fix,pve,Proxmox & Virtualization,skip,not-fit,high,,false,false,false,,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",,
jellystat,Jellystat,addon,Monitoring & Analytics,skip,not-fit,high,,false,false,true,3000,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://github.com/CyferShepard/Jellystat,https://github.com/CyferShepard/Jellystat
komodo,Komodo,addon,Containers & Docker,skip,not-fit,high,,false,false,true,9120,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://komo.do,https://komo.do/docs/intro
litellm,LiteLLM,lxc,AI / Coding & Dev-Tools,skip,not-fit,high,,false,false,true,4000,Upstream marks it deleted/disabled; do not port unless resurrecting intentionally.,https://www.litellm.ai/,https://docs.litellm.ai/
mikrotik-routeros,Mikrotik RouterOS CHR,vm,Operating Systems; Network & Firewall,skip,not-fit,high,,false,false,true,,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://mikrotik.com,https://help.mikrotik.com/docs/spaces/ROS/pages/18350234/Cloud+Hosted+Router+CHR
minio,MinIO,lxc,Databases,skip,not-fit,high,,false,false,true,9001,Upstream marks it deleted/disabled; do not port unless resurrecting intentionally.,https://min.io/,https://min.io/docs/minio/linux/index.html
mylar3,Mylar3,lxc,*Arr Suite,skip,not-fit,high,,false,false,true,8090,Upstream marks it deleted/disabled; do not port unless resurrecting intentionally.,https://mylarcomics.com/,https://mylarcomics.com/docs/introduction/
add-netbird-lxc,NetBird,addon,Proxmox & Virtualization,skip,not-fit,high,,false,false,true,,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://netbird.io/,https://docs.netbird.io/
nextcloud-vm,Nextcloud,vm,Operating Systems,skip,not-fit,high,,false,false,true,80,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://www.turnkeylinux.org/nextcloud,https://docs.nextcloud.com/server/21/admin_manual/contents.html
nextcloud-exporter,Nextcloud Exporter,addon,Monitoring & Analytics,skip,not-fit,high,,false,false,true,9205,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://github.com/xperimental/nextcloud-exporter,https://github.com/xperimental/nextcloud-exporter
nextcloudpi,NextcloudPi,lxc,Operating Systems,skip,not-fit,high,,false,false,true,4443,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://github.com/nextcloud/nextcloudpi,https://docs.nextcloudpi.com/
olivetin,OliveTin,addon,Dashboards & Frontends,skip,not-fit,high,,false,false,false,1337,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://www.olivetin.app/,https://docs.olivetin.app/
omv,OpenMediaVault,lxc,Operating Systems,skip,not-fit,high,,false,false,true,80,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://www.openmediavault.org/,https://docs.openmediavault.org/en/stable/
openwrt-vm,OpenWrt,vm,Network & Firewall; Operating Systems,skip,not-fit,high,,false,false,true,,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://openwrt.org/,https://openwrt.org/docs/start
opnsense-vm,OPNsense,vm,Network & Firewall; Operating Systems,skip,not-fit,high,,false,false,true,443,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://opnsense.org/,https://docs.opnsense.org/
owncloud-vm,ownCloud,vm,Operating Systems,skip,not-fit,high,,false,false,true,80,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://www.turnkeylinux.org/owncloud,https://doc.owncloud.com/
pbs4-upgrade,PBS 4 Upgrade,pve,Proxmox & Virtualization,skip,not-fit,high,,false,false,false,,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://www.proxmox.com/en/proxmox-backup-server,https://pbs.proxmox.com/wiki/Upgrade_from_3_to_4
post-pbs-install,PBS Post Install,pve,Proxmox & Virtualization,skip,not-fit,high,,false,false,false,,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",,
pbs-microcode,PBS Processor Microcode,pve,Proxmox & Virtualization,skip,not-fit,high,,false,false,false,,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",,
phpmyadmin,PhpMyAdmin,addon,Databases,skip,not-fit,high,,false,false,true,,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://www.phpmyadmin.net/,https://www.phpmyadmin.net/docs/
pihole-exporter,Pi-Hole Exporter,addon,Monitoring & Analytics,skip,not-fit,high,,false,false,true,9617,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://github.com/eko/pihole-exporter,https://github.com/eko/pihole-exporter
pimox-haos-vm,PiMox HAOS,vm,IoT & Smart Home,skip,not-fit,high,,false,false,true,8123,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://github.com/jiangcuo/Proxmox-Port,
post-pmg-install,PMG Post Install,pve,Proxmox & Virtualization,skip,not-fit,high,,false,false,false,,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",,
prometheus-blackbox-exporter,Prometheus Blackbox Exporter,lxc,Proxmox & Virtualization; Monitoring & Analytics,skip,not-fit,high,,false,false,true,9115,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://github.com/prometheus/blackbox_exporter,https://github.com/prometheus/blackbox_exporter
prometheus-paperless-ngx-exporter,Prometheus Paperless NGX Exporter,addon,Monitoring & Analytics,skip,not-fit,high,,false,false,true,8081,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://github.com/hansmi/prometheus-paperless-exporter,https://github.com/hansmi/prometheus-paperless-exporter
prometheus-pve-exporter,Prometheus Proxmox VE Exporter,lxc,Proxmox & Virtualization; Monitoring & Analytics,skip,not-fit,high,,false,false,true,9221,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://github.com/prometheus-pve/prometheus-pve-exporter,https://github.com/prometheus-pve/prometheus-pve-exporter
proxmox-backup-server,Proxmox Backup Server (PBS),lxc,Proxmox & Virtualization,skip,not-fit,high,,false,false,true,8007,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://www.proxmox.com/en/proxmox-backup-server/overview,https://pbs.proxmox.com/docs/
proxmox-datacenter-manager,Proxmox Datacenter Manager (PDM),lxc,Proxmox & Virtualization,skip,not-fit,high,,false,false,true,8443,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://pve.proxmox.com/wiki/Proxmox_Datacenter_Manager_Roadmap,https://pve.proxmox.com/wiki/Proxmox_Datacenter_Manager_Roadmap
proxmox-mail-gateway,Proxmox Mail Gateway (PMG),lxc,Proxmox & Virtualization,skip,not-fit,high,,false,false,true,8006,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://www.proxmox.com/en/products/proxmox-mail-gateway/overview,https://pmg.proxmox.com/pmg-docs/pmg-admin-guide.html
clean-orphaned-lvm,PVE Clean Orphaned LVM,pve,Proxmox & Virtualization,skip,not-fit,high,,false,false,false,,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",,
scaling-governor,PVE CPU Scaling Governor,pve,Proxmox & Virtualization,skip,not-fit,high,,false,false,false,,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",,https://www.kernel.org/doc/html/latest/admin-guide/pm/cpufreq.html?#generic-scaling-governors
cron-update-lxcs,PVE Cron LXC Updater,pve,Proxmox & Virtualization,skip,not-fit,high,,false,false,false,,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",,
host-backup,PVE Host Backup,pve,Proxmox & Virtualization,skip,not-fit,high,,false,false,false,,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",,
kernel-clean,PVE Kernel Clean,pve,Proxmox & Virtualization,skip,not-fit,high,,false,false,false,,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",,
kernel-pin,PVE Kernel Pin,pve,Proxmox & Virtualization,skip,not-fit,high,,false,false,false,,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",,
update-apps,PVE LXC Apps Update,pve,Proxmox & Virtualization,skip,not-fit,high,,false,false,true,,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",,https://community-scripts.org/docs/tools/update-apps
clean-lxcs,PVE LXC Cleaner,pve,Proxmox & Virtualization,skip,not-fit,high,,false,false,false,,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",,
lxc-delete,PVE LXC Deletion,pve,Proxmox & Virtualization,skip,not-fit,high,,false,false,false,,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",,
execute,PVE LXC Execute,pve,Proxmox & Virtualization,skip,not-fit,high,,false,false,false,,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",,
fstrim,PVE LXC Filesystem Trim,pve,Proxmox & Virtualization,skip,not-fit,high,,false,false,false,,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",,https://github.com/community-scripts/ProxmoxVE/discussions/805
add-iptag,PVE LXC Tag,pve,Proxmox & Virtualization,skip,not-fit,high,,false,false,false,,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",,
update-lxcs,PVE LXC Updater,pve,Proxmox & Virtualization,skip,not-fit,high,,false,false,false,,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",,
monitor-all,PVE Monitor-All,pve,Proxmox & Virtualization,skip,not-fit,high,,false,false,false,,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",,
netdata,PVE Netdata,addon,Proxmox & Virtualization,skip,not-fit,high,,false,false,false,19999,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://www.netdata.cloud/,https://learn.netdata.cloud/
post-pve-install,PVE Post Install,pve,Proxmox & Virtualization,skip,not-fit,high,,false,false,false,,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",,
pve-privilege-converter,PVE Privilege Converter,pve,Proxmox & Virtualization,skip,not-fit,high,,false,false,false,,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",,https://github.com/onethree7/proxmox-lxc-privilege-converter
microcode,PVE Processor Microcode,pve,Proxmox & Virtualization,skip,not-fit,high,,false,false,false,,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",,
dependency-check,PVE Startup Dependency Check,pve,Proxmox & Virtualization,skip,not-fit,high,,false,false,false,,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",,
update-repo,PVE Update Repositories,pve,Proxmox & Virtualization,skip,not-fit,high,,false,false,false,,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",,
pve-scripts-local,PVEScriptsLocal,lxc,Proxmox & Virtualization,skip,not-fit,high,,false,false,true,3000,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://community-scripts.github.io/ProxmoxVE,https://github.com/community-scripts/ProxmoxVE-Local
qbittorrent-exporter,qbittorrent Exporter,addon,Monitoring & Analytics,skip,not-fit,high,,false,false,true,8090,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://github.com/martabal/qbittorrent-exporter,https://github.com/martabal/qbittorrent-exporter
alpine-redlib,Redlib,lxc,Dashboards & Frontends,skip,not-fit,high,,false,false,true,5252,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://github.com/redlib-org/redlib,https://github.com/redlib-org/redlib/blob/main/README.md
runtipi,Runtipi,addon,Operating Systems,skip,not-fit,high,,false,false,true,80,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://runtipi.io/,https://runtipi.io/docs/introduction
sparkyfitness-garmin,SparkyFitness Garmin Microservice,addon,Monitoring & Analytics,skip,not-fit,high,,false,false,true,8000,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://github.com/CodeWithCJ/SparkyFitness,https://codewithcj.github.io/SparkyFitness
suwayomi-server,Suwayomi-Server,lxc,Media & Streaming,skip,not-fit,high,,false,false,true,4567,Upstream marks it deleted/disabled; do not port unless resurrecting intentionally.,https://github.com/Suwayomi/Suwayomi-Server,https://github.com/Suwayomi/Suwayomi-Server/wiki
add-tailscale-lxc,Tailscale,addon,Proxmox & Virtualization,skip,not-fit,high,,false,false,true,,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://tailscale.com/,https://tailscale.com/kb/1017/install
truenas-vm,TrueNAS Community Edition,vm,Operating Systems,skip,not-fit,high,,false,false,false,,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://www.truenas.com/truenas-community-edition/,https://www.truenas.com/docs/
turnkey,TurnKey,turnkey,Operating Systems,skip,not-fit,high,,false,false,false,,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://www.turnkeylinux.org/,
typesense,TypeSense,lxc,AI / Coding & Dev-Tools,skip,not-fit,high,,false,false,true,,Upstream marks it deleted/disabled; do not port unless resurrecting intentionally.,https://typesense.org/,https://typesense.org/docs/
ubuntu,Ubuntu,lxc,Operating Systems,skip,not-fit,high,,false,false,true,,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://ubuntu.com/,
ubuntu2204-vm,Ubuntu 22.04,vm,Operating Systems,skip,not-fit,high,,false,false,true,,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://ubuntu.com/,
ubuntu2404-vm,Ubuntu 24.04,vm,Operating Systems,skip,not-fit,high,,false,false,true,,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://ubuntu.com/,
ubuntu2504-vm,Ubuntu 25.04,vm,Operating Systems,skip,not-fit,high,,false,false,true,,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://ubuntu.com/,
umbrel-os-vm,Umbrel OS,vm,Operating Systems,skip,not-fit,high,,false,false,true,80,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://umbrel.com/,https://community.umbrel.com/c/guides/
alpine-valkey,Valkey,lxc,Databases,skip,not-fit,high,,false,false,true,6379,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://valkey.io/,https://valkey.io/docs/
verdaccio,Verdaccio,lxc,AI / Coding & Dev-Tools,skip,not-fit,high,,false,false,true,4873,Upstream marks it deleted/disabled; do not port unless resurrecting intentionally.,https://verdaccio.org/,https://verdaccio.org/docs/what-is-verdaccio
webmin,Webmin System Administration,addon,Proxmox & Virtualization,skip,not-fit,high,,false,false,false,10000,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://webmin.com/,https://webmin.com/docs/
webtrees,Webtrees,lxc,Proxmox & Virtualization,skip,not-fit,high,,false,false,true,80,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://webtrees.net/,https://webtrees.net/install/
yunohost,YunoHost,lxc,Operating Systems,skip,not-fit,high,,false,false,true,80,"Proxmox host tooling, OS/VM/template automation, LXC lifecycle helper, or host tuning script rather than a Kubernetes workload.",https://yunohost.org/,https://doc.yunohost.org/
